# command: ./dram --stride 4 --reps 101 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 101
# steps: 16384
# warmup: 1
# buffer_elems: 268435456
# stride_bytes: 4
# cycle_length: 268435456
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz
dram,0,0,0,32,16384,1073741824,4,42,0,2542747,1057312,155.1970,64.5332,2.4049
dram,0,0,0,32,16384,1073741824,4,42,1,2540431,1056352,155.0556,64.4746,2.4049
dram,0,0,0,32,16384,1073741824,4,42,2,2539711,1056096,155.0117,64.4590,2.4048
dram,0,0,0,32,16384,1073741824,4,42,3,2539749,1056096,155.0140,64.4590,2.4048
dram,0,0,0,32,16384,1073741824,4,42,4,2542151,1057056,155.1606,64.5176,2.4049
dram,0,0,0,32,16384,1073741824,4,42,5,2537910,1055296,154.9017,64.4102,2.4049
dram,0,0,0,32,16384,1073741824,4,42,6,2543893,1057824,155.2669,64.5645,2.4048
dram,0,0,0,32,16384,1073741824,4,42,7,2536905,1054880,154.8404,64.3848,2.4049
dram,0,0,0,32,16384,1073741824,4,42,8,2541856,1057024,155.1426,64.5156,2.4047
dram,0,0,0,32,16384,1073741824,4,42,9,2543298,1057568,155.2306,64.5488,2.4049
dram,0,0,0,32,16384,1073741824,4,42,10,1318336,548192,80.4648,33.4590,2.4049
dram,0,0,0,32,16384,1073741824,4,42,11,2538765,1055680,154.9539,64.4336,2.4049
dram,0,0,0,32,16384,1073741824,4,42,12,2538248,1055456,154.9224,64.4199,2.4049
dram,0,0,0,32,16384,1073741824,4,42,13,2540182,1056224,155.0404,64.4668,2.4050
dram,0,0,0,32,16384,1073741824,4,42,14,2539850,1056096,155.0201,64.4590,2.4049
dram,0,0,0,32,16384,1073741824,4,42,15,2540235,1056256,155.0436,64.4688,2.4049
dram,0,0,0,32,16384,1073741824,4,42,16,2543909,1057856,155.2679,64.5664,2.4048
dram,0,0,0,32,16384,1073741824,4,42,17,2543842,1057792,155.2638,64.5625,2.4049
dram,0,0,0,32,16384,1073741824,4,42,18,2540564,1056416,155.0637,64.4785,2.4049
dram,0,0,0,32,16384,1073741824,4,42,19,2542781,1057344,155.1990,64.5352,2.4049
dram,0,0,0,32,16384,1073741824,4,42,20,2537168,1055008,154.8564,64.3926,2.4049
dram,0,0,0,32,16384,1073741824,4,42,21,2542885,1057408,155.2054,64.5391,2.4048
dram,0,0,0,32,16384,1073741824,4,42,22,2542834,1057376,155.2023,64.5371,2.4049
dram,0,0,0,32,16384,1073741824,4,42,23,2541961,1057056,155.1490,64.5176,2.4048
dram,0,0,0,32,16384,1073741824,4,42,24,2539787,1056128,155.0163,64.4609,2.4048
dram,0,0,0,32,16384,1073741824,4,42,25,2533530,1053472,154.6344,64.2988,2.4049
dram,0,0,0,32,16384,1073741824,4,42,26,2541263,1056736,155.1064,64.4980,2.4048
dram,0,0,0,32,16384,1073741824,4,42,27,2538989,1055808,154.9676,64.4414,2.4048
dram,0,0,0,32,16384,1073741824,4,42,28,2541103,1056640,155.0966,64.4922,2.4049
dram,0,0,0,32,16384,1073741824,4,42,29,2542810,1057344,155.2008,64.5352,2.4049
dram,0,0,0,32,16384,1073741824,4,42,30,1312564,545824,80.1125,33.3145,2.4047
dram,0,0,0,32,16384,1073741824,4,42,31,2539332,1055936,154.9885,64.4492,2.4048
dram,0,0,0,32,16384,1073741824,4,42,32,2542873,1057376,155.2047,64.5371,2.4049
dram,0,0,0,32,16384,1073741824,4,42,33,2538476,1055616,154.9363,64.4297,2.4047
dram,0,0,0,32,16384,1073741824,4,42,34,2537635,1055200,154.8849,64.4043,2.4049
dram,0,0,0,32,16384,1073741824,4,42,35,2538220,1055424,154.9207,64.4180,2.4049
dram,0,0,0,32,16384,1073741824,4,42,36,2543749,1057760,155.2581,64.5605,2.4048
dram,0,0,0,32,16384,1073741824,4,42,37,2546148,1058752,155.4045,64.6211,2.4049
dram,0,0,0,32,16384,1073741824,4,42,38,2542391,1057152,155.1752,64.5234,2.4049
dram,0,0,0,32,16384,1073741824,4,42,39,1684205,700320,102.7957,42.7441,2.4049
dram,0,0,0,32,16384,1073741824,4,42,40,2541406,1056768,155.1151,64.5000,2.4049
dram,0,0,0,32,16384,1073741824,4,42,41,2542369,1057216,155.1739,64.5273,2.4048
dram,0,0,0,32,16384,1073741824,4,42,42,2542123,1057088,155.1589,64.5195,2.4048
dram,0,0,0,32,16384,1073741824,4,42,43,2541075,1056608,155.0949,64.4902,2.4049
dram,0,0,0,32,16384,1073741824,4,42,44,2541299,1056736,155.1086,64.4980,2.4049
dram,0,0,0,32,16384,1073741824,4,42,45,2538616,1055584,154.9448,64.4277,2.4049
dram,0,0,0,32,16384,1073741824,4,42,46,2542278,1057120,155.1683,64.5215,2.4049
dram,0,0,0,32,16384,1073741824,4,42,47,2540242,1056256,155.0441,64.4688,2.4049
dram,0,0,0,32,16384,1073741824,4,42,48,2543951,1057856,155.2704,64.5664,2.4048
dram,0,0,0,32,16384,1073741824,4,42,49,2541639,1056864,155.1293,64.5059,2.4049
dram,0,0,0,32,16384,1073741824,4,42,50,2539675,1056064,155.0095,64.4570,2.4048
dram,0,0,0,32,16384,1073741824,4,42,51,2540783,1056544,155.0771,64.4863,2.4048
dram,0,0,0,32,16384,1073741824,4,42,52,2541261,1056736,155.1063,64.4980,2.4048
dram,0,0,0,32,16384,1073741824,4,42,53,2544752,1058144,155.3193,64.5840,2.4049
dram,0,0,0,32,16384,1073741824,4,42,54,2543249,1057536,155.2276,64.5469,2.4049
dram,0,0,0,32,16384,1073741824,4,42,55,2543413,1057600,155.2376,64.5508,2.4049
dram,0,0,0,32,16384,1073741824,4,42,56,2542327,1057152,155.1713,64.5234,2.4049
dram,0,0,0,32,16384,1073741824,4,42,57,2539874,1056128,155.0216,64.4609,2.4049
dram,0,0,0,32,16384,1073741824,4,42,58,2538844,1055680,154.9587,64.4336,2.4049
dram,0,0,0,32,16384,1073741824,4,42,59,2543644,1057728,155.2517,64.5586,2.4048
dram,0,0,0,32,16384,1073741824,4,42,60,2540134,1056224,155.0375,64.4668,2.4049
dram,0,0,0,32,16384,1073741824,4,42,61,2543354,1057600,155.2340,64.5508,2.4048
dram,0,0,0,32,16384,1073741824,4,42,62,2535893,1054464,154.7786,64.3594,2.4049
