# command: ./latency-many-threads --target local --requesters 1 --chasers 512 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 512
# requesters: 1
# target: local
# bank_aligned: 1
# warps_per_requester: 16
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
smem_loaded,2,0,0,512,16384,0,0,42,0,546867,227424,33.3781,13.8809,2.4046,512,0
smem_loaded,2,0,0,512,16384,0,0,42,0,546867,227392,33.3781,13.8789,2.4050,512,1
smem_loaded,2,0,0,512,16384,0,0,42,0,546868,227424,33.3782,13.8809,2.4046,512,2
smem_loaded,2,0,0,512,16384,0,0,42,0,546862,227392,33.3778,13.8789,2.4049,512,3
smem_loaded,2,0,0,512,16384,0,0,42,0,546851,227424,33.3771,13.8809,2.4045,512,4
smem_loaded,2,0,0,512,16384,0,0,42,0,546851,227424,33.3771,13.8809,2.4045,512,5
smem_loaded,2,0,0,512,16384,0,0,42,0,546861,227424,33.3777,13.8809,2.4046,512,6
smem_loaded,2,0,0,512,16384,0,0,42,0,546857,227392,33.3775,13.8789,2.4049,512,7
smem_loaded,2,0,0,512,16384,0,0,42,0,546866,227424,33.3781,13.8809,2.4046,512,8
smem_loaded,2,0,0,512,16384,0,0,42,0,546867,227424,33.3781,13.8809,2.4046,512,9
smem_loaded,2,0,0,512,16384,0,0,42,0,546862,227424,33.3778,13.8809,2.4046,512,10
smem_loaded,2,0,0,512,16384,0,0,42,0,546849,227424,33.3770,13.8809,2.4045,512,11
smem_loaded,2,0,0,512,16384,0,0,42,0,546861,227424,33.3777,13.8809,2.4046,512,12
smem_loaded,2,0,0,512,16384,0,0,42,0,546862,227424,33.3778,13.8809,2.4046,512,13
smem_loaded,2,0,0,512,16384,0,0,42,0,546863,227424,33.3779,13.8809,2.4046,512,14
smem_loaded,2,0,0,512,16384,0,0,42,0,546862,227392,33.3778,13.8789,2.4049,512,15
smem_loaded,2,0,0,512,16384,0,0,42,1,548923,228256,33.5036,13.9316,2.4049,512,0
smem_loaded,2,0,0,512,16384,0,0,42,1,548926,228256,33.5038,13.9316,2.4049,512,1
smem_loaded,2,0,0,512,16384,0,0,42,1,548922,228224,33.5035,13.9297,2.4052,512,2
smem_loaded,2,0,0,512,16384,0,0,42,1,548922,228224,33.5035,13.9297,2.4052,512,3
smem_loaded,2,0,0,512,16384,0,0,42,1,548919,228256,33.5034,13.9316,2.4048,512,4
smem_loaded,2,0,0,512,16384,0,0,42,1,548925,228256,33.5037,13.9316,2.4049,512,5
smem_loaded,2,0,0,512,16384,0,0,42,1,548918,228256,33.5033,13.9316,2.4048,512,6
smem_loaded,2,0,0,512,16384,0,0,42,1,548918,228256,33.5033,13.9316,2.4048,512,7
smem_loaded,2,0,0,512,16384,0,0,42,1,548921,228256,33.5035,13.9316,2.4048,512,8
smem_loaded,2,0,0,512,16384,0,0,42,1,548921,228256,33.5035,13.9316,2.4048,512,9
smem_loaded,2,0,0,512,16384,0,0,42,1,548918,228256,33.5033,13.9316,2.4048,512,10
smem_loaded,2,0,0,512,16384,0,0,42,1,548918,228256,33.5033,13.9316,2.4048,512,11
smem_loaded,2,0,0,512,16384,0,0,42,1,548911,228224,33.5029,13.9297,2.4051,512,12
smem_loaded,2,0,0,512,16384,0,0,42,1,548922,228256,33.5035,13.9316,2.4049,512,13
smem_loaded,2,0,0,512,16384,0,0,42,1,548920,228256,33.5034,13.9316,2.4048,512,14
smem_loaded,2,0,0,512,16384,0,0,42,1,548920,228256,33.5034,13.9316,2.4048,512,15
smem_loaded,2,0,0,512,16384,0,0,42,2,546877,227392,33.3787,13.8789,2.4050,512,0
smem_loaded,2,0,0,512,16384,0,0,42,2,546875,227392,33.3786,13.8789,2.4050,512,1
smem_loaded,2,0,0,512,16384,0,0,42,2,546871,227392,33.3784,13.8789,2.4050,512,2
smem_loaded,2,0,0,512,16384,0,0,42,2,546876,227392,33.3787,13.8789,2.4050,512,3
smem_loaded,2,0,0,512,16384,0,0,42,2,546857,227392,33.3775,13.8789,2.4049,512,4
smem_loaded,2,0,0,512,16384,0,0,42,2,546857,227392,33.3775,13.8789,2.4049,512,5
smem_loaded,2,0,0,512,16384,0,0,42,2,546858,227392,33.3776,13.8789,2.4049,512,6
smem_loaded,2,0,0,512,16384,0,0,42,2,546869,227360,33.3782,13.8770,2.4053,512,7
smem_loaded,2,0,0,512,16384,0,0,42,2,546876,227392,33.3787,13.8789,2.4050,512,8
smem_loaded,2,0,0,512,16384,0,0,42,2,546871,227392,33.3784,13.8789,2.4050,512,9
smem_loaded,2,0,0,512,16384,0,0,42,2,546871,227392,33.3784,13.8789,2.4050,512,10
smem_loaded,2,0,0,512,16384,0,0,42,2,546873,227360,33.3785,13.8770,2.4053,512,11
smem_loaded,2,0,0,512,16384,0,0,42,2,546870,227392,33.3783,13.8789,2.4050,512,12
smem_loaded,2,0,0,512,16384,0,0,42,2,546865,227392,33.3780,13.8789,2.4049,512,13
smem_loaded,2,0,0,512,16384,0,0,42,2,546866,227392,33.3781,13.8789,2.4049,512,14
smem_loaded,2,0,0,512,16384,0,0,42,2,546873,227360,33.3785,13.8770,2.4053,512,15
smem_loaded,2,0,0,512,16384,0,0,42,3,539719,224448,32.9418,13.6992,2.4047,512,0
smem_loaded,2,0,0,512,16384,0,0,42,3,539711,224448,32.9413,13.6992,2.4046,512,1
smem_loaded,2,0,0,512,16384,0,0,42,3,539707,224448,32.9411,13.6992,2.4046,512,2
smem_loaded,2,0,0,512,16384,0,0,42,3,539716,224448,32.9417,13.6992,2.4046,512,3
smem_loaded,2,0,0,512,16384,0,0,42,3,539712,224448,32.9414,13.6992,2.4046,512,4
smem_loaded,2,0,0,512,16384,0,0,42,3,539700,224448,32.9407,13.6992,2.4046,512,5
smem_loaded,2,0,0,512,16384,0,0,42,3,539694,224448,32.9403,13.6992,2.4045,512,6
smem_loaded,2,0,0,512,16384,0,0,42,3,539711,224448,32.9413,13.6992,2.4046,512,7
smem_loaded,2,0,0,512,16384,0,0,42,3,539706,224448,32.9410,13.6992,2.4046,512,8
smem_loaded,2,0,0,512,16384,0,0,42,3,539709,224448,32.9412,13.6992,2.4046,512,9
smem_loaded,2,0,0,512,16384,0,0,42,3,539704,224448,32.9409,13.6992,2.4046,512,10
smem_loaded,2,0,0,512,16384,0,0,42,3,539713,224448,32.9415,13.6992,2.4046,512,11
smem_loaded,2,0,0,512,16384,0,0,42,3,539705,224448,32.9410,13.6992,2.4046,512,12
smem_loaded,2,0,0,512,16384,0,0,42,3,539703,224448,32.9409,13.6992,2.4046,512,13
smem_loaded,2,0,0,512,16384,0,0,42,3,539705,224448,32.9410,13.6992,2.4046,512,14
