# command: ./latency-many-threads --target remote --requesters 1 --chasers 32 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 32
# requesters: 1
# target: remote
# bank_aligned: 1
# warps_per_requester: 1
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
dsmem_loaded,2,0,1,32,16384,0,0,42,0,10076410,4190048,615.0153,255.7402,2.4048,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,1,10076410,4190048,615.0153,255.7402,2.4048,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,2,10076410,4189984,615.0153,255.7363,2.4049,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,3,10076410,4190080,615.0153,255.7422,2.4048,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,4,10076410,4189984,615.0153,255.7363,2.4049,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,5,10076410,4190016,615.0153,255.7383,2.4049,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,6,10076410,4190048,615.0153,255.7402,2.4048,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,7,10076410,4190048,615.0153,255.7402,2.4048,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,8,10076410,4190016,615.0153,255.7383,2.4049,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,9,10076410,4189984,615.0153,255.7363,2.4049,32,0
dsmem_loaded,2,0,1,32,16384,0,0,42,10,10076410,4190048,615.0153,255.7402,2.4048,32,0
