# command: ./l2 --stride 32 --reps 101 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 101
# steps: 16384
# warmup: 1
# buffer_elems: 1572864
# stride_bytes: 32
# cycle_length: 196608
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz
l2,0,0,0,32,16384,6291456,32,42,0,5588574,2323872,341.0995,141.8379,2.4049
l2,0,0,0,32,16384,6291456,32,42,1,5594921,2326496,341.4869,141.9980,2.4049
l2,0,0,0,32,16384,6291456,32,42,2,5592111,2325312,341.3154,141.9258,2.4049
l2,0,0,0,32,16384,6291456,32,42,3,5590374,2324608,341.2094,141.8828,2.4049
l2,0,0,0,32,16384,6291456,32,42,4,5590177,2324544,341.1973,141.8789,2.4048
l2,0,0,0,32,16384,6291456,32,42,5,5587528,2323424,341.0356,141.8105,2.4049
l2,0,0,0,32,16384,6291456,32,42,6,5589689,2324320,341.1675,141.8652,2.4049
l2,0,0,0,32,16384,6291456,32,42,7,5589508,2324256,341.1565,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,8,5589462,2324192,341.1537,141.8574,2.4049
l2,0,0,0,32,16384,6291456,32,42,9,5588365,2323744,341.0867,141.8301,2.4049
l2,0,0,0,32,16384,6291456,32,42,10,5589569,2324256,341.1602,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,11,5589670,2324288,341.1664,141.8633,2.4049
l2,0,0,0,32,16384,6291456,32,42,12,5588810,2324032,341.1139,141.8477,2.4048
l2,0,0,0,32,16384,6291456,32,42,13,5590719,2324736,341.2304,141.8906,2.4049
l2,0,0,0,32,16384,6291456,32,42,14,5589558,2324288,341.1595,141.8633,2.4048
l2,0,0,0,32,16384,6291456,32,42,15,5590097,2324480,341.1924,141.8750,2.4049
l2,0,0,0,32,16384,6291456,32,42,16,5589773,2324352,341.1727,141.8672,2.4049
l2,0,0,0,32,16384,6291456,32,42,17,5589416,2324224,341.1509,141.8594,2.4049
l2,0,0,0,32,16384,6291456,32,42,18,5589670,2324288,341.1664,141.8633,2.4049
l2,0,0,0,32,16384,6291456,32,42,19,5590045,2324480,341.1893,141.8750,2.4049
l2,0,0,0,32,16384,6291456,32,42,20,5589607,2324256,341.1625,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,21,5589305,2324192,341.1441,141.8574,2.4048
l2,0,0,0,32,16384,6291456,32,42,22,5588539,2323872,341.0974,141.8379,2.4048
l2,0,0,0,32,16384,6291456,32,42,23,5588004,2323552,341.0647,141.8184,2.4049
l2,0,0,0,32,16384,6291456,32,42,24,5589885,2324352,341.1795,141.8672,2.4049
l2,0,0,0,32,16384,6291456,32,42,25,5590100,2324480,341.1926,141.8750,2.4049
l2,0,0,0,32,16384,6291456,32,42,26,5588598,2323872,341.1010,141.8379,2.4049
l2,0,0,0,32,16384,6291456,32,42,27,5590180,2324576,341.1975,141.8809,2.4048
l2,0,0,0,32,16384,6291456,32,42,28,5588905,2324000,341.1197,141.8457,2.4049
l2,0,0,0,32,16384,6291456,32,42,29,5587084,2323232,341.0085,141.7988,2.4049
l2,0,0,0,32,16384,6291456,32,42,30,5590336,2324576,341.2070,141.8809,2.4049
l2,0,0,0,32,16384,6291456,32,42,31,5587499,2323424,341.0339,141.8105,2.4049
l2,0,0,0,32,16384,6291456,32,42,32,5588248,2323712,341.0796,141.8281,2.4049
l2,0,0,0,32,16384,6291456,32,42,33,5589601,2324288,341.1622,141.8633,2.4049
l2,0,0,0,32,16384,6291456,32,42,34,5609023,2332320,342.3476,142.3535,2.4049
l2,0,0,0,32,16384,6291456,32,42,35,5591366,2325024,341.2699,141.9082,2.4049
l2,0,0,0,32,16384,6291456,32,42,36,5590526,2324736,341.2186,141.8906,2.4048
l2,0,0,0,32,16384,6291456,32,42,37,5589749,2324352,341.1712,141.8672,2.4049
l2,0,0,0,32,16384,6291456,32,42,38,5589441,2324192,341.1524,141.8574,2.4049
l2,0,0,0,32,16384,6291456,32,42,39,5591114,2324896,341.2545,141.9004,2.4049
l2,0,0,0,32,16384,6291456,32,42,40,5589710,2324256,341.1688,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,41,5589599,2324256,341.1620,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,42,5589620,2324256,341.1633,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,43,5589355,2324224,341.1472,141.8594,2.4048
l2,0,0,0,32,16384,6291456,32,42,44,5589657,2324288,341.1656,141.8633,2.4049
l2,0,0,0,32,16384,6291456,32,42,45,5589424,2324224,341.1514,141.8594,2.4049
l2,0,0,0,32,16384,6291456,32,42,46,5590753,2324768,341.2325,141.8926,2.4049
l2,0,0,0,32,16384,6291456,32,42,47,6090306,2532480,371.7228,154.5703,2.4049
l2,0,0,0,32,16384,6291456,32,42,48,5587301,2323296,341.0218,141.8027,2.4049
l2,0,0,0,32,16384,6291456,32,42,49,5589668,2324320,341.1663,141.8652,2.4049
l2,0,0,0,32,16384,6291456,32,42,50,5589490,2324224,341.1554,141.8594,2.4049
l2,0,0,0,32,16384,6291456,32,42,51,5588209,2323712,341.0772,141.8281,2.4049
l2,0,0,0,32,16384,6291456,32,42,52,5591297,2324960,341.2657,141.9043,2.4049
l2,0,0,0,32,16384,6291456,32,42,53,5590562,2324672,341.2208,141.8867,2.4049
l2,0,0,0,32,16384,6291456,32,42,54,5588657,2323904,341.1046,141.8398,2.4049
l2,0,0,0,32,16384,6291456,32,42,55,5590708,2324736,341.2297,141.8906,2.4049
l2,0,0,0,32,16384,6291456,32,42,56,5589846,2324416,341.1771,141.8711,2.4048
l2,0,0,0,32,16384,6291456,32,42,57,5591445,2325056,341.2747,141.9102,2.4049
l2,0,0,0,32,16384,6291456,32,42,58,5588785,2323936,341.1124,141.8418,2.4049
l2,0,0,0,32,16384,6291456,32,42,59,5591500,2325088,341.2781,141.9121,2.4049
l2,0,0,0,32,16384,6291456,32,42,60,5592312,2325408,341.3276,141.9316,2.4049
l2,0,0,0,32,16384,6291456,32,42,61,5589461,2324256,341.1536,141.8613,2.4048
l2,0,0,0,32,16384,6291456,32,42,62,5589388,2324192,341.1492,141.8574,2.4049
l2,0,0,0,32,16384,6291456,32,42,63,5587080,2323232,341.0083,141.7988,2.4049
l2,0,0,0,32,16384,6291456,32,42,64,5587361,2323392,341.0255,141.8086,2.4048
l2,0,0,0,32,16384,6291456,32,42,65,5589393,2324192,341.1495,141.8574,2.4049
l2,0,0,0,32,16384,6291456,32,42,66,5590554,2324640,341.2203,141.8848,2.4049
l2,0,0,0,32,16384,6291456,32,42,67,5588172,2323680,341.0750,141.8262,2.4049
l2,0,0,0,32,16384,6291456,32,42,68,5587484,2323360,341.0330,141.8066,2.4049
l2,0,0,0,32,16384,6291456,32,42,69,5589235,2324160,341.1398,141.8555,2.4048
l2,0,0,0,32,16384,6291456,32,42,70,5588566,2323904,341.0990,141.8398,2.4048
l2,0,0,0,32,16384,6291456,32,42,71,5589476,2324288,341.1545,141.8633,2.4048
l2,0,0,0,32,16384,6291456,32,42,72,5589396,2324192,341.1497,141.8574,2.4049
l2,0,0,0,32,16384,6291456,32,42,73,5592729,2325600,341.3531,141.9434,2.4049
l2,0,0,0,32,16384,6291456,32,42,74,5589491,2324224,341.1555,141.8594,2.4049
l2,0,0,0,32,16384,6291456,32,42,75,5590197,2324512,341.1985,141.8770,2.4049
l2,0,0,0,32,16384,6291456,32,42,76,5589502,2324224,341.1561,141.8594,2.4049
l2,0,0,0,32,16384,6291456,32,42,77,5589858,2324416,341.1779,141.8711,2.4048
l2,0,0,0,32,16384,6291456,32,42,78,5589791,2324384,341.1738,141.8691,2.4048
l2,0,0,0,32,16384,6291456,32,42,79,5589561,2324256,341.1597,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,80,5590684,2324768,341.2283,141.8926,2.4048
l2,0,0,0,32,16384,6291456,32,42,81,5589512,2324256,341.1567,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,82,5589545,2324256,341.1588,141.8613,2.4049
l2,0,0,0,32,16384,6291456,32,42,83,5589926,2324416,341.1820,141.8711,2.4049
l2,0,0,0,32,16384,6291456,32,42,84,5586319,2322912,340.9619,141.7793,2.4049
l2,0,0,0,32,16384,6291456,32,42,85,5589068,2324064,341.1296,141.8496,2.4049
l2,0,0,0,32,16384,6291456,32,42,86,5590624,2324704,341.2246,141.8887,2.4049
l2,0,0,0,32,16384,6291456,32,42,87,5589579,2324320,341.1608,141.8652,2.4048
l2,0,0,0,32,16384,6291456,32,42,88,5589448,2324224,341.1528,141.8594,2.4049
