# command: ./latency-many-threads --target remote --requesters 8 --chasers 64 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 64
# requesters: 8
# target: remote
# bank_aligned: 1
# warps_per_requester: 2
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892702,46943584,6890.4237,2865.2090,2.4049,64,0
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892701,46943584,6890.4236,2865.2090,2.4049,64,1
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891766,46943168,6890.3666,2865.1836,2.4049,64,2
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891762,46943200,6890.3663,2865.1855,2.4049,64,3
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891702,46943168,6890.3627,2865.1836,2.4049,64,4
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891702,46943136,6890.3627,2865.1816,2.4049,64,5
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891276,46942944,6890.3367,2865.1699,2.4049,64,6
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891274,46942976,6890.3365,2865.1719,2.4049,64,7
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891272,46942944,6890.3364,2865.1699,2.4049,64,8
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891270,46942976,6890.3363,2865.1719,2.4049,64,9
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892152,46943360,6890.3901,2865.1953,2.4049,64,10
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892153,46943328,6890.3902,2865.1934,2.4049,64,11
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892232,46943392,6890.3950,2865.1973,2.4049,64,12
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112892230,46943360,6890.3949,2865.1953,2.4049,64,13
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891624,46943104,6890.3579,2865.1797,2.4049,64,14
dsmem_loaded,9,0,1,64,16384,0,0,42,0,112891623,46943136,6890.3578,2865.1816,2.4049,64,15
