# command: ./dram --stride 32 --reps 101 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 101
# steps: 16384
# warmup: 1
# buffer_elems: 268435456
# stride_bytes: 32
# cycle_length: 33554432
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz
dram,0,0,0,32,16384,1073741824,32,42,0,15376854,6394016,938.5287,390.2598,2.4049
dram,0,0,0,32,16384,1073741824,32,42,1,15373778,6392768,938.3409,390.1836,2.4049
dram,0,0,0,32,16384,1073741824,32,42,2,15379082,6394944,938.6647,390.3164,2.4049
dram,0,0,0,32,16384,1073741824,32,42,3,15375964,6393696,938.4744,390.2402,2.4049
dram,0,0,0,32,16384,1073741824,32,42,4,15369091,6390848,938.0549,390.0664,2.4049
dram,0,0,0,32,16384,1073741824,32,42,5,15367116,6389952,937.9343,390.0117,2.4049
dram,0,0,0,32,16384,1073741824,32,42,6,15385914,6397792,939.0817,390.4902,2.4049
dram,0,0,0,32,16384,1073741824,32,42,7,15379143,6395008,938.6684,390.3203,2.4049
dram,0,0,0,32,16384,1073741824,32,42,8,15365396,6389312,937.8293,389.9727,2.4049
dram,0,0,0,32,16384,1073741824,32,42,9,15398535,6403040,939.8520,390.8105,2.4049
dram,0,0,0,32,16384,1073741824,32,42,10,5589233,2324096,341.1397,141.8516,2.4049
dram,0,0,0,32,16384,1073741824,32,42,11,15377290,6394240,938.5553,390.2734,2.4049
dram,0,0,0,32,16384,1073741824,32,42,12,15380053,6395360,938.7239,390.3418,2.4049
dram,0,0,0,32,16384,1073741824,32,42,13,15380334,6395424,938.7411,390.3457,2.4049
dram,0,0,0,32,16384,1073741824,32,42,14,15385661,6397696,939.0662,390.4844,2.4049
dram,0,0,0,32,16384,1073741824,32,42,15,15370968,6391584,938.1694,390.1113,2.4049
dram,0,0,0,32,16384,1073741824,32,42,16,15412473,6408800,940.7027,391.1621,2.4049
dram,0,0,0,32,16384,1073741824,32,42,17,15379061,6394976,938.6634,390.3184,2.4049
dram,0,0,0,32,16384,1073741824,32,42,18,15379483,6395136,938.6891,390.3281,2.4049
dram,0,0,0,32,16384,1073741824,32,42,19,15384099,6397056,938.9709,390.4453,2.4049
dram,0,0,0,32,16384,1073741824,32,42,20,15374672,6393152,938.3955,390.2070,2.4049
dram,0,0,0,32,16384,1073741824,32,42,21,15377785,6394400,938.5855,390.2832,2.4049
dram,0,0,0,32,16384,1073741824,32,42,22,15371106,6391648,938.1779,390.1152,2.4049
dram,0,0,0,32,16384,1073741824,32,42,23,15375720,6393536,938.4595,390.2305,2.4049
dram,0,0,0,32,16384,1073741824,32,42,24,15380146,6395392,938.7296,390.3438,2.4049
dram,0,0,0,32,16384,1073741824,32,42,25,15373262,6392512,938.3094,390.1680,2.4049
dram,0,0,0,32,16384,1073741824,32,42,26,15375554,6393440,938.4493,390.2246,2.4049
dram,0,0,0,32,16384,1073741824,32,42,27,15376214,6393728,938.4896,390.2422,2.4049
dram,0,0,0,32,16384,1073741824,32,42,28,15370176,6391232,938.1211,390.0898,2.4049
dram,0,0,0,32,16384,1073741824,32,42,29,15379916,6395328,938.7156,390.3398,2.4049
dram,0,0,0,32,16384,1073741824,32,42,30,9258684,3849920,565.1052,234.9805,2.4049
dram,0,0,0,32,16384,1073741824,32,42,31,15375816,6393600,938.4653,390.2344,2.4049
dram,0,0,0,32,16384,1073741824,32,42,32,15390116,6399776,939.3381,390.6113,2.4048
dram,0,0,0,32,16384,1073741824,32,42,33,15372130,6392032,938.2404,390.1387,2.4049
dram,0,0,0,32,16384,1073741824,32,42,34,15374125,6392896,938.3621,390.1914,2.4049
dram,0,0,0,32,16384,1073741824,32,42,35,15376380,6393888,938.4998,390.2520,2.4049
dram,0,0,0,32,16384,1073741824,32,42,36,15381874,6396096,938.8351,390.3867,2.4049
dram,0,0,0,32,16384,1073741824,32,42,37,15374473,6393120,938.3834,390.2051,2.4048
dram,0,0,0,32,16384,1073741824,32,42,38,15388141,6398784,939.2176,390.5508,2.4049
dram,0,0,0,32,16384,1073741824,32,42,39,5956527,2476800,363.5576,151.1719,2.4049
dram,0,0,0,32,16384,1073741824,32,42,40,9589808,3987680,585.3154,243.3887,2.4049
dram,0,0,0,32,16384,1073741824,32,42,41,15365994,6389504,937.8658,389.9844,2.4049
dram,0,0,0,32,16384,1073741824,32,42,42,15374809,6393216,938.4039,390.2109,2.4049
dram,0,0,0,32,16384,1073741824,32,42,43,15372535,6392224,938.2651,390.1504,2.4049
dram,0,0,0,32,16384,1073741824,32,42,44,15373595,6392640,938.3298,390.1758,2.4049
dram,0,0,0,32,16384,1073741824,32,42,45,15374851,6393184,938.4064,390.2090,2.4049
dram,0,0,0,32,16384,1073741824,32,42,46,15371980,6392000,938.2312,390.1367,2.4049
dram,0,0,0,32,16384,1073741824,32,42,47,15371347,6391744,938.1926,390.1211,2.4049
dram,0,0,0,32,16384,1073741824,32,42,48,15376471,6393824,938.5053,390.2480,2.4049
dram,0,0,0,32,16384,1073741824,32,42,49,15374030,6392832,938.3563,390.1875,2.4049
dram,0,0,0,32,16384,1073741824,32,42,50,15371040,6391520,938.1738,390.1074,2.4049
dram,0,0,0,32,16384,1073741824,32,42,51,15373870,6392800,938.3466,390.1855,2.4049
dram,0,0,0,32,16384,1073741824,32,42,52,15377510,6394304,938.5687,390.2773,2.4049
dram,0,0,0,32,16384,1073741824,32,42,53,15366535,6389728,937.8989,389.9980,2.4049
dram,0,0,0,32,16384,1073741824,32,42,54,15368529,6390592,938.0206,390.0508,2.4049
dram,0,0,0,32,16384,1073741824,32,42,55,15382394,6396352,938.8668,390.4023,2.4049
dram,0,0,0,32,16384,1073741824,32,42,56,15367197,6390016,937.9393,390.0156,2.4049
dram,0,0,0,32,16384,1073741824,32,42,57,15374445,6392960,938.3817,390.1953,2.4049
dram,0,0,0,32,16384,1073741824,32,42,58,5589217,2324096,341.1387,141.8516,2.4049
dram,0,0,0,32,16384,1073741824,32,42,59,15372760,6392320,938.2788,390.1562,2.4049
dram,0,0,0,32,16384,1073741824,32,42,60,15371567,6391808,938.2060,390.1250,2.4049
dram,0,0,0,32,16384,1073741824,32,42,61,15375612,6393440,938.4529,390.2246,2.4049
dram,0,0,0,32,16384,1073741824,32,42,62,15374930,6393152,938.4113,390.2070,2.4049
dram,0,0,0,32,16384,1073741824,32,42,63,15370286,6391328,938.1278,390.0957,2.4049
dram,0,0,0,32,16384,1073741824,32,42,64,15368322,6390496,938.0079,390.0449,2.4049
dram,0,0,0,32,16384,1073741824,32,42,65,15369805,6391200,938.0984,390.0879,2.4048
dram,0,0,0,32,16384,1073741824,32,42,66,15371048,6391584,938.1743,390.1113,2.4049
dram,0,0,0,32,16384,1073741824,32,42,67,15372859,6392384,938.2849,390.1602,2.4049
dram,0,0,0,32,16384,1073741824,32,42,68,15367825,6390272,937.9776,390.0312,2.4049
dram,0,0,0,32,16384,1073741824,32,42,69,15369773,6391136,938.0965,390.0840,2.4049
dram,0,0,0,32,16384,1073741824,32,42,70,15369325,6390912,938.0692,390.0703,2.4049
dram,0,0,0,32,16384,1073741824,32,42,71,15375392,6393376,938.4395,390.2207,2.4049
dram,0,0,0,32,16384,1073741824,32,42,72,15382729,6396480,938.8873,390.4102,2.4049
dram,0,0,0,32,16384,1073741824,32,42,73,15392373,6400480,939.4759,390.6543,2.4049
dram,0,0,0,32,16384,1073741824,32,42,74,15392435,6400512,939.4797,390.6562,2.4049
dram,0,0,0,32,16384,1073741824,32,42,75,15369677,6391072,938.0906,390.0801,2.4049
dram,0,0,0,32,16384,1073741824,32,42,76,15372764,6392288,938.2791,390.1543,2.4049
dram,0,0,0,32,16384,1073741824,32,42,77,15375242,6393408,938.4303,390.2227,2.4049
dram,0,0,0,32,16384,1073741824,32,42,78,15367698,6390240,937.9698,390.0293,2.4049
dram,0,0,0,32,16384,1073741824,32,42,79,15229594,6332800,929.5406,386.5234,2.4049
dram,0,0,0,32,16384,1073741824,32,42,80,15373914,6392768,938.3492,390.1836,2.4049
dram,0,0,0,32,16384,1073741824,32,42,81,15369280,6390912,938.0664,390.0703,2.4049
dram,0,0,0,32,16384,1073741824,32,42,82,15381525,6395968,938.8138,390.3789,2.4049
