# command: ./latency-many-threads --target local --requesters 1 --chasers 32 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 32
# requesters: 1
# target: local
# bank_aligned: 1
# warps_per_requester: 1
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
smem_loaded,2,0,0,32,16384,0,0,42,0,531508,220992,32.4407,13.4883,2.4051,32,0
smem_loaded,2,0,0,32,16384,0,0,42,1,531508,221024,32.4407,13.4902,2.4048,32,0
smem_loaded,2,0,0,32,16384,0,0,42,2,531508,220992,32.4407,13.4883,2.4051,32,0
smem_loaded,2,0,0,32,16384,0,0,42,3,531508,220960,32.4407,13.4863,2.4054,32,0
smem_loaded,2,0,0,32,16384,0,0,42,4,531508,221024,32.4407,13.4902,2.4048,32,0
smem_loaded,2,0,0,32,16384,0,0,42,5,531508,221056,32.4407,13.4922,2.4044,32,0
smem_loaded,2,0,0,32,16384,0,0,42,6,531508,221056,32.4407,13.4922,2.4044,32,0
smem_loaded,2,0,0,32,16384,0,0,42,7,531508,220992,32.4407,13.4883,2.4051,32,0
smem_loaded,2,0,0,32,16384,0,0,42,8,531508,220992,32.4407,13.4883,2.4051,32,0
smem_loaded,2,0,0,32,16384,0,0,42,9,531508,221024,32.4407,13.4902,2.4048,32,0
smem_loaded,2,0,0,32,16384,0,0,42,10,531508,221056,32.4407,13.4922,2.4044,32,0
