# command: ./latency-many-threads --target local --requesters 1 --chasers 256 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 256
# requesters: 1
# target: local
# bank_aligned: 1
# warps_per_requester: 8
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
smem_loaded,2,0,0,256,16384,0,0,42,0,531508,220992,32.4407,13.4883,2.4051,256,0
smem_loaded,2,0,0,256,16384,0,0,42,0,531508,220992,32.4407,13.4883,2.4051,256,1
smem_loaded,2,0,0,256,16384,0,0,42,0,531512,220992,32.4409,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,0,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,0,531506,220992,32.4406,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,0,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,0,531510,220992,32.4408,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,0,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,1,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,1,531512,221056,32.4409,13.4922,2.4044,256,1
smem_loaded,2,0,0,256,16384,0,0,42,1,531512,221056,32.4409,13.4922,2.4044,256,2
smem_loaded,2,0,0,256,16384,0,0,42,1,531508,221024,32.4407,13.4902,2.4048,256,3
smem_loaded,2,0,0,256,16384,0,0,42,1,531506,221024,32.4406,13.4902,2.4047,256,4
smem_loaded,2,0,0,256,16384,0,0,42,1,531510,221056,32.4408,13.4922,2.4044,256,5
smem_loaded,2,0,0,256,16384,0,0,42,1,531510,221056,32.4408,13.4922,2.4044,256,6
smem_loaded,2,0,0,256,16384,0,0,42,1,531506,221024,32.4406,13.4902,2.4047,256,7
smem_loaded,2,0,0,256,16384,0,0,42,2,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,2,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,2,531512,221024,32.4409,13.4902,2.4048,256,2
smem_loaded,2,0,0,256,16384,0,0,42,2,531512,221024,32.4409,13.4902,2.4048,256,3
smem_loaded,2,0,0,256,16384,0,0,42,2,531506,221024,32.4406,13.4902,2.4047,256,4
smem_loaded,2,0,0,256,16384,0,0,42,2,531506,221024,32.4406,13.4902,2.4047,256,5
smem_loaded,2,0,0,256,16384,0,0,42,2,531510,221024,32.4408,13.4902,2.4048,256,6
smem_loaded,2,0,0,256,16384,0,0,42,2,531510,221024,32.4408,13.4902,2.4048,256,7
smem_loaded,2,0,0,256,16384,0,0,42,3,531512,221024,32.4409,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,3,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,3,531508,221024,32.4407,13.4902,2.4048,256,2
smem_loaded,2,0,0,256,16384,0,0,42,3,531512,221024,32.4409,13.4902,2.4048,256,3
smem_loaded,2,0,0,256,16384,0,0,42,3,531510,220992,32.4408,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,3,531506,221024,32.4406,13.4902,2.4047,256,5
smem_loaded,2,0,0,256,16384,0,0,42,3,531506,221024,32.4406,13.4902,2.4047,256,6
smem_loaded,2,0,0,256,16384,0,0,42,3,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,4,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,4,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,4,531512,221024,32.4409,13.4902,2.4048,256,2
smem_loaded,2,0,0,256,16384,0,0,42,4,531512,221024,32.4409,13.4902,2.4048,256,3
smem_loaded,2,0,0,256,16384,0,0,42,4,531506,221024,32.4406,13.4902,2.4047,256,4
smem_loaded,2,0,0,256,16384,0,0,42,4,531506,221024,32.4406,13.4902,2.4047,256,5
smem_loaded,2,0,0,256,16384,0,0,42,4,531510,221024,32.4408,13.4902,2.4048,256,6
smem_loaded,2,0,0,256,16384,0,0,42,4,531510,221024,32.4408,13.4902,2.4048,256,7
smem_loaded,2,0,0,256,16384,0,0,42,5,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,5,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,5,531512,220992,32.4409,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,5,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,5,531506,220992,32.4406,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,5,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,5,531510,220992,32.4408,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,5,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,6,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,6,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,6,531512,221024,32.4409,13.4902,2.4048,256,2
smem_loaded,2,0,0,256,16384,0,0,42,6,531512,221024,32.4409,13.4902,2.4048,256,3
smem_loaded,2,0,0,256,16384,0,0,42,6,531506,221024,32.4406,13.4902,2.4047,256,4
smem_loaded,2,0,0,256,16384,0,0,42,6,531506,221024,32.4406,13.4902,2.4047,256,5
smem_loaded,2,0,0,256,16384,0,0,42,6,531510,221024,32.4408,13.4902,2.4048,256,6
smem_loaded,2,0,0,256,16384,0,0,42,6,531510,221024,32.4408,13.4902,2.4048,256,7
smem_loaded,2,0,0,256,16384,0,0,42,7,531512,220992,32.4409,13.4883,2.4051,256,0
smem_loaded,2,0,0,256,16384,0,0,42,7,531508,220992,32.4407,13.4883,2.4051,256,1
smem_loaded,2,0,0,256,16384,0,0,42,7,531508,220992,32.4407,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,7,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,7,531510,220992,32.4408,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,7,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,7,531506,220992,32.4406,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,7,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,8,531508,221024,32.4407,13.4902,2.4048,256,0
smem_loaded,2,0,0,256,16384,0,0,42,8,531508,221024,32.4407,13.4902,2.4048,256,1
smem_loaded,2,0,0,256,16384,0,0,42,8,531512,220992,32.4409,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,8,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,8,531506,220992,32.4406,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,8,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,8,531510,220992,32.4408,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,8,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,9,531508,220992,32.4407,13.4883,2.4051,256,0
smem_loaded,2,0,0,256,16384,0,0,42,9,531508,220992,32.4407,13.4883,2.4051,256,1
smem_loaded,2,0,0,256,16384,0,0,42,9,531512,220992,32.4409,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,9,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,9,531506,220992,32.4406,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,9,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,9,531510,220992,32.4408,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,9,531510,220992,32.4408,13.4883,2.4051,256,7
smem_loaded,2,0,0,256,16384,0,0,42,10,531508,220992,32.4407,13.4883,2.4051,256,0
smem_loaded,2,0,0,256,16384,0,0,42,10,531508,220992,32.4407,13.4883,2.4051,256,1
smem_loaded,2,0,0,256,16384,0,0,42,10,531512,220992,32.4409,13.4883,2.4051,256,2
smem_loaded,2,0,0,256,16384,0,0,42,10,531512,220992,32.4409,13.4883,2.4051,256,3
smem_loaded,2,0,0,256,16384,0,0,42,10,531506,220992,32.4406,13.4883,2.4051,256,4
smem_loaded,2,0,0,256,16384,0,0,42,10,531506,220992,32.4406,13.4883,2.4051,256,5
smem_loaded,2,0,0,256,16384,0,0,42,10,531510,220992,32.4408,13.4883,2.4051,256,6
smem_loaded,2,0,0,256,16384,0,0,42,10,531510,220992,32.4408,13.4883,2.4051,256,7
