# command: ./latency-many-threads --target remote --requesters 1 --chasers 128 --bank-aligned 0 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 128
# requesters: 1
# target: remote
# bank_aligned: 0
# warps_per_requester: 4
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
dsmem_loaded,2,0,1,128,16384,0,0,42,0,28542650,11868704,1742.1051,724.4082,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,0,28542650,11868704,1742.1051,724.4082,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,0,28542650,11868672,1742.1051,724.4062,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,0,28542650,11868704,1742.1051,724.4082,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,1,28542650,11868704,1742.1051,724.4082,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,1,28542650,11868704,1742.1051,724.4082,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,1,28542650,11868704,1742.1051,724.4082,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,1,28542650,11868672,1742.1051,724.4062,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,2,28542650,11868672,1742.1051,724.4062,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,2,28542650,11868640,1742.1051,724.4043,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,2,28542650,11868672,1742.1051,724.4062,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,2,28542650,11868672,1742.1051,724.4062,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,3,28542030,11868416,1742.0673,724.3906,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,3,28542030,11868416,1742.0673,724.3906,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,3,28542030,11868416,1742.0673,724.3906,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,3,28542030,11868416,1742.0673,724.3906,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,4,28542650,11868736,1742.1051,724.4102,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,4,28542650,11868736,1742.1051,724.4102,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,4,28542650,11868704,1742.1051,724.4082,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,4,28542650,11868736,1742.1051,724.4102,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,5,28542650,11868672,1742.1051,724.4062,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,5,28542650,11868704,1742.1051,724.4082,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,5,28542650,11868672,1742.1051,724.4062,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,5,28542650,11868704,1742.1051,724.4082,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,6,28542650,11868864,1742.1051,724.4180,2.4048,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,6,28542650,11868832,1742.1051,724.4160,2.4048,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,6,28542650,11868832,1742.1051,724.4160,2.4048,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,6,28542650,11868832,1742.1051,724.4160,2.4048,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,7,28542650,11868768,1742.1051,724.4121,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,7,28542650,11868768,1742.1051,724.4121,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,7,28542650,11868768,1742.1051,724.4121,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,7,28542650,11868768,1742.1051,724.4121,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,8,28542650,11868768,1742.1051,724.4121,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,8,28542650,11868768,1742.1051,724.4121,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,8,28542650,11868768,1742.1051,724.4121,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,8,28542650,11868768,1742.1051,724.4121,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,9,28542650,11868736,1742.1051,724.4102,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,9,28542650,11868736,1742.1051,724.4102,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,9,28542650,11868704,1742.1051,724.4082,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,9,28542650,11868736,1742.1051,724.4102,2.4049,128,3
dsmem_loaded,2,0,1,128,16384,0,0,42,10,28542650,11868736,1742.1051,724.4102,2.4049,128,0
dsmem_loaded,2,0,1,128,16384,0,0,42,10,28542650,11868736,1742.1051,724.4102,2.4049,128,1
dsmem_loaded,2,0,1,128,16384,0,0,42,10,28542650,11868736,1742.1051,724.4102,2.4049,128,2
dsmem_loaded,2,0,1,128,16384,0,0,42,10,28542650,11868736,1742.1051,724.4102,2.4049,128,3
